,granice,nr,lat,lon
205,"go³¹ba, lei, matematyków krakowskich parzyste od 26 i nieparzyste od 57, opiala, szarskiego, zbydniowicka",206,49.97531619999999,19.9633967
206,"aleksandrowicza, bogdanowskiego, cha³ubiñskiego nieparzyste od 85 i parzyste od 104, chrzanowskiego, czuchnowskiego, doroszewskiego, dró¿ka, familijna, gilowa, goœcinna, grzepskiego, herbowa, iwaszkiewicza, kenara parzyste od 20 i nieparzyste od 37, koŸmiana, krzy¿añskiego, ksiêdza kajzera, landaua parzyste, ³ysogórska, matematyków krakowskich parzyste od 2 do 24, mirtowa, myœlenicka nieparzyste od 189 i parzyste od 164, niewodniczañskiego, nowickiego, parafialna, profesora bochnaka, syreñskiego, wróblowicka parzyste od 8 i nieparzyste od 11",207,49.977888,19.9492987
207,"babiego lata, borowinowa (bez 77), cha³ubiñskiego nieparzyste od 1 do 83 i parzyste od 2 do 102, czyrniañskiego, druskiennicka, k¹pielowa nieparzyste od 11 i parzyste od 12 ( bez 70), krzy¿anowskiego, lasogórska, lusiñska, ³obodowskiego, moszyñskiego, muszyñskiego, nad wilg¹, neussera, pi³karska, pytlasiñskiego, rabczañska, sanatoryjna, starowiejska od 12, wczasowa, wypoczynkowa",208,49.9989455,19.9373899
208,"gorczyna, hypty, iwonicka, jar, jelskiego, jeŸdziecka, korczyñskiego, kotowskiego, lecznicza, merkuriusza polskiego, michalika, moczyd³o, morozewicza, myœlenicka nieparzyste od 79 do 187 i parzyste od 62 do 162, na³êczowska, niedŸwiedziny, opaliñskiego, per³owa, pinocci, podgórki od 26, podhalnie, przyrodnicza, rymanowska, sawiczewskich, siarczanogórska, siarczki, srzednickiego, stawisko, stepowa parzyste od 18 i nieparzyste od 9, szybisko, topiarnia, truskawiecka, uzdrowiskowa, warszewicza, wierchowa, wróblowicka parzyste od 2 do 6 i nieparzyste od 1 do 9, zaruskiego",209,49.9968587,19.9421659
209,"armii kraków, bia³ostocka, bieszczadzka, ciechociñska, ciep³a, cio³kosza, goŸdzikowa, horaka, hubalczyków, jasielska, jugowicka nieparzyste, kaliska, k¹pielowa nieparzyste od 1 do 9 i parzyste od 2 do 10, kierzkowskiego, kokosowa, kolejarzy, kroœnieñska, kustronia, nowodworskiego, owocowa, siarczana, szumca, szyllinga, tulipanowa, zakopiañska parzyste od 88 do 194",210,50.00263409999999,19.9260145
210,"bastionowa, bluszczowa, borkowska, czajkowskiego, czo³gistów, dêbickiego, fa³êcka, janowskiego, kad³ubka, kluka, ksiê¿ycowa, marusarzówny, narvik, nenko, pustynna, siostry zygmunty zimmer, skrzetuskiego, szmaragdowa, wichrowa, zawi³a parzyste od 2 do 40, ¿aków krakowskich",211,50.0004175,19.9119671
211,"amarantowa, banachiewicza, bellerta, boratyñskiego, chêciñska, chojnicka, ciechanowska, czerska, doktora judyma, eibischa, forteczna, gadomskiego, ga³êzowskiego, gumowskiego, homolacsa, kêpiñskiego, kopernickiego, korpala od 21, kostrzewskiego, krzy¿toporska, ksiêdza dercza, ksiêdza m¹czyñskiego, kwiatowa, ³ódzka, maklakiewicza, miodoñskiego, profesora bartla 19,19a,19b,19c, pronaszków, rabsztyñska, radnickiego, rdzawa, rutkowskiego, tochowicza, umiñskiej, wachholza, warowna, weloñskiego, zagaje, zakopiañska nieparzyste od 147 do 181 a, b, c, e, zawiszy",212,49.999226,19.9067952
212,"chorzowska, dêbskiego, dzikiej ró¿y, inicjatywy lokalnej, ksiêdza maja, k³uszyñska, libertowska nieparzyste od 1 i parzyste od 2 do 6, miejscowa, opatkowicka, petra¿yckiego parzyste od 2 do 54 i nieparzyste od 1 do 39 b, poroniñska, smoleñskiego, solówki parzyste, starowiejska do 11, takliñskiego, torowa, wa¿ewskiego, zakarczmie, zakopiañska parzyste od 196 i nieparzyste od 183, zembrzycka",213,49.9948201,19.9156634
213,"³u¿ycka nieparzyste od 43 do 53 i 71, 71a,73, 73 a,73 c, podedworze parzyste od 2 do 4",214,50.01357489999999,19.9684269
214,"bochenka, podedworze 6, 6 a, 8, 10, 10 b, 12",215,50.01165049999999,19.9755667
215,"³u¿ycka 55, 57, 63, 65, 67, 67 a, 69",216,50.012723,19.972009
216,"kordiana, tuchowska parzyste od 2 do 34 i nieparzyste od 1 do 27",217,50.00998329999999,19.9633795
217,"b³ogos³awionej franciszki siedliskiej, cechowa nieparzyste od 57 i parzyste od 72, gwarna, kanarkowa, kijanki, , ³u¿ycka parzyste od 42 i nieparzyste od 75, nazaretañska, pochy³a, podedworze parzyste od 14, rodziny jêdów, tuchowska parzyste od 36 do 42 i nieparzyste od 29 do 37, ukoœna, urwana, widnokr¹g, zimna",218,50.0044183,19.9668246
218,"cechowa nieparzyste od 1 do 55 i parzyste od 2 do 70, grzybowa, ³ê¿ce, miarowa nieparzyste od 1 do 35 i parzyste od 2 do 16,16a, myœlenicka parzyste od 42 do 60, podgórki nieparzyste od 1 do 25 i parzyste od 2 do 22, stepowa nieparzyste od 1 do 7 i parzyste od 2 do 16, stoja³owskiego nieparzyste od 33 do 41a, soboniowicka, szarych szeregów, wyrwa, wy¿ynna, zdrojowa",219,50.00499,19.944709
219,"badurskiego 1, 9, biernata z lublina, b³otna, ciasna, czajna, kalinowa, kliniec, kosocicka parzyste od 72, ksiêdza dŸwigoñskiego, krystyna z ostrowa, ³amana, mokra, niebieska nieparzyste od 1 do 9 i parzyste od 2 do 10, obronna od 9, podedworze nieparzyste, podlesie, powa³y z taczewa, przewiewna, podwórkowa, przy kuŸni, r¿¹cka, sadka, s³ona woda nieparzyste, snozy, sporna, szpakowa, zyndrama z maszkowic",220,50.0119951,19.990671
220,"abrahama nieparzyste, andricia, b³awatkowa, buraczana, dauna, gipsowa, górska, heltmana, kadena-bandrowskiego, kamieñskiego od 21, lecha, lisa-kuli, lubuska, ³uczników,malborska parzyste od 2 do 52 i nieparzyste od 1 do 63, mieczników, nadzieja, nowos¹decka 22, pañska od 1 do 42, pierackiego, siemomys³a parzyste, stoigniewa, szukiewicza, tarnowska, uœmiech, wielicka nieparzyste od 105 do 113, 113a, 115, zana",221,50.0334801,19.9677417
221,"albañska nieparzyste od 1 do 5 i parzyste od 2 do 8, gryglewskiego, krawiecka, ³abêdzia, makowa, malborska nieparzyste od 65 i parzyste od 54 , mochnackiego, pañska od 43, poprzeczna, skowronia, s³awka 41, 43, 45, sportowa, genera³a su³kowskiego, szczêœliwa, szkolna, zabawa, zmartwychwstania pañskiego",222,50.02247089999999,19.966966
222,"andrychowska, gromady grudzi¹¿, karpiñskiego, ³apanowska, ³u¿ycka od 1 do 41c, marcowa, monterska, na ³uku, ondraszka, ossowskiego, podgwiezdna, sempo³owskiej, s³awka 54, 56, 58, 62, turniejowa od 1 do 60, wspólna od 22",223,50.01990900000001,19.9570072
223,"bystra, gminna, jastrzêbia, klonowica, kotsisa, kryszta³owa, pszenna, puszkarska, genera³a roi, s³awka nieparzyste od 1 do 39 i parzyste od 2 do 52, strumienna parzyste od 16, wspólna od 1 do 21, zielona",224,50.0200712,19.9496589
224,heila,225,50.0222638,19.9577246
225,"bia³oruska 2, 4, 6, 8,8b, 10, czarnogórska 15, serbska 1, 3, w³oska 1, 3, 5, 7, 9, 11",226,50.0175649,19.9751913
226,"bia³oruska 15, 17, 19, lirników, nowos¹decka nr 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 72, 74, 78, 80, 82, poturalskiego, trybuny ludów",227,50.015481,19.968341
227,"czarnogórska 1, 3, 5, 7, 9, 9 b, macedoñska 6, serbska 2, 4, 14, w³oska 8, 13, 15, 17, 19",228,50.0217955,19.9705561
228,"albañska nieparzyste od 7 i parzyste od 10, algierska, czarnogórska 2, 4, 4 c, 6, 8, estoñska 4 i od 6 do 21,40, laszczki, niepokólczyckiego, trawniki, wilgotna, wolnoœci",229,50.0206025,19.9678903
229,"bujaka, chmielna parzyste, daliowa, genera³a filipowicza, herberta (bez nr 8, 10, 12, 14), ³owienicka, myœlenicka parzyste od 34 do 40, okopowa, pagórkowa, stoja³owskiego 3, 5, 7, storczykowa, ¿aka",230,50.0098473,19.9518958
230,"porucznika halszki, wys³ouchów 3,3a,5",231,50.0098764,19.9486086
231,witosa,232,50.0129348,19.9542726
232,turniejowa nieparzyste od 59 i parzyste od 60 (bez 72),233,50.0105905,19.9604255
233,"wys³ouchów nieparzyste od 11 do 43, 47, 49, 49a, 51,51a,53,53a,55, turniejowa 72",234,50.0096841,19.9499208
234,"bojki, wys³ouchów 44, 46",235,50.00705749999999,19.9638254
235,wys³ouchów parzyste od 16 do 42,236,50.0075774,19.9554902
236,"stoja³owskiego 9,11 i nieparzyste od 15 do 29, wys³ouchów parzyste od 2 do 14",237,50.0059044,19.9501465
237,go³aœka nieparzyste od 1 do 41,238,50.014789,19.950909
238,"beskidzka parzyste, dobczycka, go³aœka parzyste od 2 do 20, przek¹tna, sanocka",239,50.0167276,19.9506136
239,"beskidzka nieparzyste, harcmistrza millana nr 22, madera, malwowa, pierzchówka nieparzyste, przykopy 2, 6 i od 11, tarnobrzeska, sas-zubrzyckiego",240,50.0158826,19.9447292
240,"agatowa, ametystowa, domaga³y, magazynowa 5, nad drwin¹, nefrytowa, opalowa, osiedle kolejowe, prze³azek, pó³³anki parzyste od 2 do 74 (bez nr 26), sucharskiego, taborowa, topazowa, z³ocieniowa",241,50.02078359999999,20.0469294
241,"czarnochowicka, flanka, gerberowa, grzecha, habeli, hiacyntowa, hoyera, jasieñskiego, jêdrzejczyka, kameliowa, kokotowska, ksiêdza kusia, kwatery, letnia, mogi³ki, ochocza, okrêglik, pochwalskiego, potrzask, przebiœniegów, przylaszczki, pruszyñskiego, schulza, stêpnia, stolarza, szymkiewicza, tañskiego, wojciecha z brudzewa, zarosie, zarzyckiego",242,50.0111012,20.058091
242,"bierkowskiego, bie¿anowska parzyste od 234 do 248, gardowskiego, kiepury, kluszewskiego, kolonijna, korepty od 1 do 22 krzymuskiego, kurpiñskiego, ksiêdza pra³ata ³aczka, madejówka, ma³a góra nieparzyste, ma³ka, nad seraf¹, na jazkach, nowaka, potrzebowskiego, przecinek, rakuœ, rygiera, smolenia, stryjeñskiego, szastera, œwidziñskiego, wielicka parzyste od 248,",243,50.00882259999999,20.0259032
243,"bie¿anowska parzyste od 250, bogucicka, braci jamków, dro¿d¿owa, jaglarzów, jakubca, k³aka, koprowa, korepty od 23, lipowskiego, pod pomnikiem, ksiêdza popie³uszki, pronia, œlósarczyka, œwie¿a, œliwy, weigla, zam³ynie, zolla",244,50.0179796,20.0314009
244,"bie¿anowska nieparzyste od 155 i parzyste od 126a do 232, bie¿anów blok pkp, bocznica, danalówka bez nr 37, 39, 41, dzia³kowa, imielna, komandora wroñskiego, laskowa, ³azy, ogórkowa, pó³³anki nieparzyste od 1 do 31 e, ripperów, stacyjna",245,50.0218109,20.0117892
245,"barbary (bez 12), du¿a góra (bez 37, 39, 41), ma³a góra parzyste od 2 do 8, telimeny od 1 do 4",246,50.01689709999999,20.0246853
246,"telimeny 20, 32 i nieparzyste od 5 do 33 (bez 31) , opty",247,50.0179479,20.0138031
247,"heleny parzyste od 2 do 20, ma³a góra parzyste od 10 do 14",248,50.01440400000001,20.02363
248,"aleksandry 24, 24 a, 24 b, 24 d, 24 e, 24 g, 24 h, 24 i, 24 j, 24 k, 26, 28, 38 i nieparzyste od 25, heleny parzyste od 22, kaimska, ma³a góra 32, wielicka parzyste od 230 do 246",249,50.0087766,20.017248
249,ma³a góra parzyste od 16 (bez nr 32),250,50.0097509,20.020661
250,aleksandry od 1 do 7,251,50.0155074,20.018588
251,"aleksandry od 9 do 23, jerzmanowskiego 31, pod³êska",252,50.0132825,20.0175195
252,"æwikliñskiej, barbary 12, du¿a góra 37, 39, 41, telimeny 31",253,50.01556189999999,20.0206357
253,lilli wenedy (bez 1),254,50.0199197,20.0061049
254,"jerzmanowskiego parzyste od 2 do 16, lilli wenedy 1",255,50.0189509,20.0084338
255,"jerzmanowskiego parzyste od 18 do 26, teligi parzyste od 30",256,50.0151291,20.0114971
256,"konrada wallenroda, teligi parzyste od 2 do 6 i nieparzyste od 1",257,50.0176956,20.0025027
257,kurczaba nieparzyste,258,50.0133456,20.00577
258,kurczaba parzyste,259,100,100
259,teligi parzyste od 8 do 28,260,50.0159972,20.0042427
260,"jerzmanowskiego parzyste od 28 i nieparzyste 35, 39",261,50.0139405,20.0117453
261,"badurskiego 13, 15, 17, 17a, 19 , jakubowskiego, kostaneckiego, kozietulskiego, medyczna, obronna od 1 do 8, ksiêdza œciegiennego parzyste od 54 i nieparzyste od 43 (bez 57, 69, 71a, 73), wielicka parzyste od 202 do 228 i nieparzyste od 261 do 265, ¿abia",262,50.0120243,19.9909142
262,"ksiêdza œciegiennego 57, 69, 71a, 73",263,50.0172651,20.0008121
263,"czerwiakowskiego, kosocicka parzyste od 2 do 70 a, nieparzyste od 1 do 71, schweitzera, wielicka nieparzyste od 269",264,50.0076475,20.0120791
264,"jana xxiii, rydygiera, ksiêdza prymasa wyszyñskiego, s³ona woda parzyste",265,50.0066106,20.0082467
265,"bie¿anowska 78, 78 a, 80, 80 a, 82, 82 a, 84,84a, 84 b, 86, 86 b, 88, górników, jesienna, muzyków, nad potokiem, na wrzosach nieparzyste od 55 i parzyste od 52, okocimska, snycerska nieparzyste od 41 i parzyste od 42, ksiêdza œciegiennego nieparzyste od 1 do 41 i parzyste od 2 do 52 a",266,50.023271,19.996267
266,"andrusikiewicza, bielskiego, bie¿anowska nieparzyste od 71 do 153 e, parzyste od 60 do 126 h, (bez 78, 78 a, 80, 80 a, 82, 82 a, 84, 86, 88), czechowicza, darasza, dubois, genera³a jasiñskiego (bez 28, 30, 32, 34), gierymskich parzyste, kallimacha, karpacka, legionów, ma³kowskiego, marzanny, m³odzie¿y, morawiañskiego, podmi³ów, smolna, sobesto, solarzy, udzieli, wojnicka",267,50.02291,19.9942235
267,"balickiego, bardowskiego, bie¿anowska nieparzyste od 1 do 69 a, parzyste od 2 do 58, braterska, ch³opska, gierymskich nieparzyste, kolejowa (bez nr 4a), konwaliowa, mazurska, mieros³awskiego, ro¿ena, ruciana, rylskiego, sacharowa, siostrzana, wielicka parzyste od 114 do 158, za lipkami, ¿urawia",268,50.0264436,19.9861612
268,"genera³a jasiñskiego 28, 30, 32, 34",269,50.0231861,19.9920433
269,"aleja dygasiñskiego, gersona, k³odzka, libera, na wrzosach nieparzyste od 1 do 53 i parzyste od 2 do 50, pop³awskiego wac³awa, promienna, prosta, smolarzy, snycerska nieparzyste od 1 do 39 i parzyste od 2 do 40, szara, œnie¿na, wielicka parzyste od 160 do 200, ¿niwna",270,50.0214897,19.9877727
270,"czorsztyñska, jaros³awska, na koz³ówce 5, 13, 15, 17, 19, niedzicka, nowos¹decka 5a, profesora seweryna, stattlera, wielicka nieparzyste od 143 do 223, wolska, zieleniec",271,50.0201688,19.9830636
271,"facimiech, okólna parzyste od 20 do 28, polonijna, wielicka nieparzyste od 225 do 259",272,50.01565,19.9886329
272,"na koz³ówce 14, 16, 24, 29, 31, 33, 41, wlotowa",273,50.0178587,19.9841081
273,"na koz³ówce 12, 12 a, 20, okólna 1, 3, 7, 9, 11, 13",274,50.0177209,19.983369
274,"okólna 2, 4, 5, 6, 8, 10, 12, 14, 16, 18, spó³dzielców nieparzyste od 1 do 13",275,50.0181096,19.9825516
275,"na koz³ówce 2, 4, 4 a, 7, 8, 9, nowos¹decka 1, 3, 5, spó³dzielców 2, 4, 6, 8, 10, 12, 15, 15 a,17",276,50.020575,19.9787849
276,"nowos¹decka (bez 1, 3, 5) oraz bez (22, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64, 72, 74, 78, 82)",277,50.0160993,19.9740313
277,"gromadzka, heweliusza, koŸlarska, krzywda, nowohucka 67, 69, 90, 92 ,92 a, paproci, p³aszowska, powstañców wielkopolskich parzyste od 16 i nieparzyste od 11, pu³kownika kukliñskiego ,sarmacka, saska nieparzyste, strycharska, stró¿a rybna, szklarska, wodna parzyste od 12 i nieparzyste od 17",278,50.0392434,19.9773882
278,"koszykarska, nowohucka 13b, 33, 37, 39, 41, 43, 45, 47, 49, 51, 53, ksiêdza turka",279,50.0486631,19.9867413
279,"gumniska, ksiêdza stoszki, lasówka, myœliwska (bez parzystych od 70 do 78), przewóz nieparzyste od 1 do 43, 53, 55 i parzyste od 2 do 36, saska parzyste, szczeciñska, szczygla, zadworze",280,50.0479827,19.9913895
280,"lipska nieparzyste, ma³y p³aszów, myœliwska parzyste od 70 do 78",281,50.04049149999999,19.9934377
281,"batki, goszczyñskiego, i³owa, kacza, kolejowa 4a, lipska parzyste, ³anowa (bez 39 i 41), rzebika, ¿o³nierska, ¿eñców, Ÿródlana",282,50.0359202,19.9863244
282,"bagrowa, biskupiñska, brandla, danalówka 37, 39, 41, pu³kownika d¹bka, gliniana, golikówka nieparzyste od 1 do 89 i parzyste od 2 do 36, grochowa , kosiarzy, kozia, motyla, mierzeja wiœlana, obroñców modlina, siemienowicza, sudecka, surzyckiego, wêglarska",283,50.0346626,19.9999881
283,"agawy, albatrosów, botewa, golikówka nieparzyste od 91 i parzyste od 38, je¿ów, kawowa, kormoranów, ksiêdza targosza, pó³³anki nieparzyste od 33 i parzyste od 78 do108, przy cegielni, r¹czna nieparzyste od 1 do 25 c, parzyste od 2 do 42, rybitwy, skromna, szparagowa, stra¿acka",284,50.0413623,20.0225249
284,"bartników, pu³kownika barty, bugaj, czeczotta, dymnik, husarska, kminkowa, kotówka, ³utnia, osikowa, pod gwiazdami, pod wierzbami, r¹czna parzyste od 44 i nieparzyste od 27, traczy, tyrczanka, wrobela",285,50.0395254,20.0526038
285,"czackiego, kalwaryjska nieparzyste od 61 i parzyste od 70, konopnickiej parzyste od 38 do 94, mitery, orawska, przedwioœnie, œliska , spiska, szaflarska",286,50.0410177,19.9371109
286,"genera³a kutrzeby, kalwaryjska nieparzyste od 37 do 59 i parzyste od 40 do 68, krasickiego, smolki od 7",287,50.0409357,19.9410617
287,"d³ugosza, kalwaryjska nieparzyste od 9 do 35 i parzyste od 10 do 38, legionów pi³sudskiego parzyste, plac serkowskiego, rejtana, sokolska, w³adys³awa warneñczyka",288,50.0428382,19.9420358
288,"czy¿ówka, krzemionki, podskale, prze³êcz, redemptorystów, smolki od 1 do 6, stroma, zamoyskiego od 8",289,50.0362453,19.9470405
289,"brodziñskiego, celna, kalwaryjska od 1 do 8, legionów pi³sudskiego nieparzyste, limanowskiego od 1 do 4, plac niepodleg³oœci, przy moœcie, rynek podgórski, staromostowa, zamoyskiego od 1 do 7",290,50.0452035,19.9480806
290,"aleja dembowskiego, aleja powstañców œl¹skich, kamieñskiego od 1 do 20, kraka, parkowa od 11 , plac lasoty, radosna",291,50.0416705,19.9548806
291,"aleja pod kopcem, kopiec krakusa, lanckoroñska, ludowa, maryewskiego, plac przystanek, powstañców wielkopolskich parzyste od 2 do 14 i nieparzyste od 1 do 9, robotnicza, swoszowicka, wapienna, wielicka nieparzyste od 1 do 57 i parzyste od 2 do 70, za torem, zamkniêta",292,50.0396144,19.9614743
292,"d¹brówki, janowa wola, k¹cik, lwowska nieparzyste od 1 do 17, 25 i parzyste od 2 do 8, na zjeŸdzie, plac bohaterów getta, solna, targowa, traugutta",293,50.0460055,19.9569329
293,"d¹browskiego, hetmañska, józefiñska nieparzyste od 43, limanowskiego nieparzyste od 25 i parzyste od 36, lwowska parzyste od 10 do 42 i nieparzyste od 43 do 49, œwiêtej kingi, tarnowskiego",294,50.0446834,19.9596526
294,"czarnieckiego (bez 3), krakusa od 1 do 11, parkowa od 1 do 10a, porucznika stawarza, potebni, rêkawka, œwiêtego benedykta, tatrzañska, wêgierska nieparzyste od 1 do 9 i parzyste od 2 do 12",295,50.04440349999999,19.9548626
295,"józefiñska nieparzyste od 1 do 41 i parzyste od 2, krakusa nieparzyste od 13 i parzyste od 12, limanowskiego nieparzyste od 5 do 23 i parzyste od 6 do 34, nadwiœlañska, piwna, wêgierska parzyste od 14 i nieparzyste od 11",296,50.0459118,19.9485005
296,"dekerta, herlinga-grudziñskiego, kie³kowskiego, klimeckiego, lipowa, mydlarska, na do³ach, niwy, na zakolu wis³y, pana tadeusza, portowa, przemys³owa, romanowicza, stoczniowców, œlusarska, wa³owa, zab³ocie, zau³ek",297,50.0476648,19.9673839
297,"abrahama 6, drewniana, dworcowa parzyste, jerozolimska, siemomys³a nieparzyste, wielicka nieparzyste od 59 do 95 i 101, wodna parzyste od 2 do 10 i nieparzyste od 1 do 15a",298,50.033116,19.966313
298,"dworcowa nieparzyste, dworzec, prokocimska, wielicka parzyste od 72 do 112",299,50.0337639,19.972529
299,"aleja genera³a skrzyneckiego, biskupa hodura, bonarka, bro¿ka 1, 3, 85, g³ogowska, grzybki, kobierzyñska 2,4,4a,6,14, ksiêdza tischnera, ³agiewnicka, rydlówka, rzemieœlnicza, szafrana, wadowicka",300,50.0338948,19.9349446
300,"aleja pokoju 58, 60,71, 78, 80, 84, 81, 87, 89, 90, centralna (bez 3, 20, 22, 24, 26), kamionka , na ³¹kach 2, 7 18, 22, nowohucka 1, 3, so³tysowska od 1 do 47 ( bez 13d), woŸniców, sikorki",301,50.065663,19.992994
301,"centralna 3, 20, 22, 24, 26, dolna, dolnom³yñska, ga³czyñskiego, kwiatów polskich, ³awnicza, narciarska, nastrojowa, poleska, strumyk, tabaczna, tuwima",302,50.0688281,20.0125726
302,"aleja jana paw³a ii parzyste od 128 do 196, bieñczycka 1, 3,biskupa tomickiego 4,13,13a,17,19 jutrzenka, ksiêdza józefa zastawniaka, œliwkowa, wê¿yka",303,50.07415289999999,20.007493
303,"bieñczycka 9, 11, 13, 13 a, 13 b, 15, 17, osiedle 2 pu³ku lotniczego od 1 do 11",304,50.0757258,20.0199265
304,"aleja jana paw³a ii 68 a, 72, 78 ,78 a, 80, 82, 84, 84 c,87, 88, 90, 92, 96, 98, 102, 104, 106, 108, 114, 116, 118, 122, 124, 126 , boguszówka, markowskiego 4,6,8,10, osiedle 2 pu³ku lotniczego od 41 do 51, wysockiej",305,50.0720789,19.998171
305,osiedle 2 pu³ku lotniczego od 12 do 40,306,50.0765339,20.009752
306,"osiedle dywizjonu 303 od 18 do 44, 68 do 76 (bez 75)",307,50.085259,20.002201
307,osiedle dywizjonu 303 od 45 do 51,308,50.0829079,20.009783
308,"osiedle dywizjonu 303 od 52 do 58,62, 62 a, 63, 64, 67, 75",309,50.081379,20.0120039
309,osiedle dywizjonu 303 od 1 do 10,310,50.0819,20.004628
310,osiedle dywizjonu 303 od 11 do 17,311,50.083715,20.003237
311,"cichociemnych ak, ciep³ownicza, cuplowa, do wis³y, habina, isep, longinusa podbipiêty 1,19,19a,21,21a,64,74,78c,d,e,80b,82b,86 ³êgowa, na za³êczu, niepokalanej panny marii , niepo³omska,odmêtowa nr 14,16,96,98 og³êczyzna, osiedle, plac b³onie - beszcz, podleska, sierpowa, siwka, skrêcona, strêcka, szafrañska, wiklinowa, zajêcza, zapusta, zatyka ziarkowa 4,8",312,50.0606784,19.9990382
312,"akacjowa 10, 12, cieœlewskiego 1,3,5,7,9,13,15,17, osiedle akademickie, skar¿yñskiego",313,50.084941,19.9799589
313,osiedle kombatantów od 1 do 15,314,50.091198,20.007942
314,osiedle tysi¹clecia od 1 do 14,315,50.0891139,20.0006789
315,osiedle tysi¹clecia od 15 do 27,316,50.0911819,20.002035
316,osiedle tysi¹clecia od 28 do 56,317,50.0918024,20.0054811
317,"miœnieñska od 72 do 85, osiedle tysi¹clecia od 57 do 66,76,78,86",318,50.093712,19.9990968
318,"osiedle oœwiecenia od 1 do 8, od 14 do 17",319,50.0884914,19.9956936
319,"osiedle oœwiecenia od 35 do 40, 43, 44, 46,46a,47",320,50.09221489999999,19.99121
320,"osiedle oœwiecenia od 9 do 13, 33, 33 a",321,50.091307,19.994068
321,osiedle oœwiecenia od 18 do 27,322,50.0892989,19.993287
322,"aleja genera³a bora komorowskiego ( bez nr 9a,15,15a,b ), dobrego pasterza 124, kniaŸnina 6, 12, krzes³awicka 2 a, 2 b, osiedle oœwiecenia od 28 do 32, 34, 41, 42, 45",323,50.0960709,20.0024937
323,osiedle z³otego wieku od 1 do 15,324,50.0818904,20.0251738
324,osiedle z³otego wieku od 16 do 32,325,50.0956988,20.0024712
325,osiedle z³otego wieku od 33 do 52,326,50.0973509,20.00583
326,osiedle bohaterów wrzeœnia od 57 do 81,327,50.1013949,20.007223
327,"baziaka, budziszyñska, korony polskiej, ksiêdza kuczkowskiego, ksiêdza kurzei, mosdorfa, na zboczu, or³a bia³ego, osiedle z³otego wieku od 68 do 71 i od 74 do 85, 94, parnickiego, wawelska 8, 10, 12, 14, 16, zawieyskiego, zjazdu gnieŸnieñskiego",328,50.09624240000001,19.9886531
328,"osiedle z³otego wieku od 53 do 67, wawelska 6",329,50.0983284,19.9975916
329,osiedle bohaterów wrzeœnia od 1 do 5,330,50.0957381,20.0110001
330,osiedle bohaterów wrzeœnia od 6 do 14,331,50.09612079999999,20.0082814
331,osiedle bohaterów wrzeœnia od 26 do 38,332,50.0985155,20.0122971
332,osiedle bohaterów wrzeœnia od 39 do 55,333,50.0989553,20.0100597
333,osiedle bohaterów wrzeœnia od 15 do 25,334,50.098285,20.0101759
334,osiedle piastów od 1 do 11,335,50.095425,20.0142989
335,"osiedle piastów od 12 do 17 a, 29, 34, 34 a, osiedle mistrzejowice 14",336,50.0960619,20.0171462
336,"osiedle piastów od 18 do 28, osiedle mistrzejowice 13",337,50.09807,20.0189339
337,osiedle piastów od 30 do 44 (bez 34 i 34 a),338,50.09978109999999,20.0209776
338,"dmowskiego, do fortu, genera³a okulickiego 44,60, 66, korfantego, królowej marysieñki, ksiêdza kardyna³a sapiehy, ksiêdza mazanka, marycjusza, mistrzejowicka, osiedle mistrzejowice od 1 do 53 ( bez nr 13,14)",339,50.0966393,20.0243921
339,"dziekanowicka, osiedle piastów od 45 do 61, powstañców parzyste od 54 do 62a, 64, 121, 123, 125, 125 a, 127, 129",340,50.10706709999999,19.9974682
340,osiedle koœciuszkowskie od 1 do 8,341,50.0848282,20.0161328
341,osiedle koœciuszkowskie od 9 do 11,342,50.0829978,20.0158521
342,"osiedle na lotnisku 1, 2, 4, 6, od 19 do 21",343,50.0858418,20.0189921
343,"osiedle na lotnisku 3, od 7 do 18 a, króla",344,50.08745529999999,20.0152339
344,osiedle strusia od 1 do 6,345,50.0864669,20.012354
345,"osiedle wysokie od 1 do 22 c, urszulki, z³oczowska",346,50.08982719999999,20.0206551
346,osiedle strusia od 7 do 12,347,50.0886044,20.0111556
347,"osiedle strusia od 13 do 20, bogusza",348,50.088227,20.0092966
348,osiedle kalinowe od 1 do 11,349,50.0910903,20.0164079
349,osiedle kalinowe od 12 do 17,350,50.0924533,20.0149837
350,osiedle kalinowe od 18 do 24,351,50.090578,20.01135
351,osiedle niepodleg³oœci od 1 do 7,352,50.0827596,20.0226579
352,osiedle niepodleg³oœci od 8 do 19,353,50.0805369,20.0221179
353,osiedle albertyñskie od 12 do 21,354,50.0820722,20.0211469
354,"ma³ego ksiêcia, osiedle albertyñskie od 22 do 30",355,50.0816519,20.0182664
355,"osiedle albertyñskie 1, 2 i od 31 do 38",356,50.0796426,20.0191812
356,"osiedle przy arce od 1 do 8, porucznika szczeklika",357,50.08224999999999,20.0256136
357,osiedle przy arce od 9 do 12 i 14,358,50.0835518,20.0277946
358,osiedle przy arce 13 i od 15 do 19,359,50.0826393,20.0307842
359,"osiedle przy arce od 20 do 26, batalionu ""parasol""",360,50.0816583,20.0280984
