,year,nr_obwodu,majchrowski,po,pis,gibala,lesniak,berkowicz,inni,max_voters,votes,obwod06,majchrowski_proc,po_proc,pis_proc,gibala_proc,lesniak_proc,berkowicz_proc,inni_proc
58,2010,59,264,200,106,0,0,0,8,1149,578,59,0.45674740484429066,0.3460207612456747,0.18339100346020762,0.0,0.0,0.0,0.01384083044982699
59,2010,60,166,134,88,0,0,0,15,776,403,60,0.4119106699751861,0.3325062034739454,0.21836228287841192,0.0,0.0,0.0,0.03722084367245657
60,2010,61,299,187,157,0,0,0,11,1417,654,61,0.45718654434250766,0.28593272171253825,0.2400611620795107,0.0,0.0,0.0,0.016819571865443424
61,2010,62,241,173,132,0,0,0,17,1550,563,62,0.4280639431616341,0.30728241563055064,0.2344582593250444,0.0,0.0,0.0,0.03019538188277087
62,2010,63,383,331,204,0,0,0,37,2217,955,63,0.40104712041884816,0.34659685863874345,0.2136125654450262,0.0,0.0,0.0,0.0387434554973822
63,2010,64,208,130,92,0,0,0,20,1181,450,64,0.4622222222222222,0.28888888888888886,0.20444444444444446,0.0,0.0,0.0,0.044444444444444446
64,2010,65,338,391,203,0,0,0,40,2110,972,66,0.3477366255144033,0.4022633744855967,0.2088477366255144,0.0,0.0,0.0,0.0411522633744856
65,2010,66,324,203,135,0,0,0,14,1496,676,65,0.47928994082840237,0.30029585798816566,0.1997041420118343,0.0,0.0,0.0,0.020710059171597635
66,2010,67,225,131,92,0,0,0,9,999,457,67,0.4923413566739606,0.28665207877461707,0.2013129102844639,0.0,0.0,0.0,0.019693654266958426
67,2010,68,446,382,171,0,0,0,33,1953,1032,68,0.4321705426356589,0.3701550387596899,0.16569767441860464,0.0,0.0,0.0,0.03197674418604651
68,2010,69,246,146,139,0,0,0,11,1171,542,69,0.45387453874538747,0.2693726937269373,0.2564575645756458,0.0,0.0,0.0,0.02029520295202952
69,2010,70,209,163,140,0,0,0,17,1053,529,70,0.3950850661625709,0.30812854442344045,0.2646502835538752,0.0,0.0,0.0,0.03213610586011342
70,2010,71,223,130,99,0,0,0,10,1177,462,71,0.48268398268398266,0.2813852813852814,0.21428571428571427,0.0,0.0,0.0,0.021645021645021644
71,2010,72,290,180,180,0,0,0,17,1531,667,72,0.43478260869565216,0.2698650674662669,0.2698650674662669,0.0,0.0,0.0,0.025487256371814093
72,2010,73,246,141,117,0,0,0,18,1143,522,73,0.47126436781609193,0.27011494252873564,0.22413793103448276,0.0,0.0,0.0,0.034482758620689655
73,2010,74,434,287,232,0,0,0,24,1897,977,74,0.44421699078812693,0.2937563971340839,0.2374616171954964,0.0,0.0,0.0,0.02456499488229273
74,2010,75,328,327,185,0,0,0,28,1743,868,75,0.3778801843317972,0.37672811059907835,0.21313364055299538,0.0,0.0,0.0,0.03225806451612903
75,2010,76,169,132,92,0,0,0,5,907,398,76,0.42462311557788945,0.3316582914572864,0.23115577889447236,0.0,0.0,0.0,0.01256281407035176
76,2010,77,214,149,164,0,0,0,15,1254,542,77,0.3948339483394834,0.27490774907749077,0.3025830258302583,0.0,0.0,0.0,0.027675276752767528
77,2010,78,234,166,140,0,0,0,22,1294,562,78,0.41637010676156583,0.29537366548042704,0.2491103202846975,0.0,0.0,0.0,0.03914590747330961
78,2010,79,338,250,133,0,0,0,29,1611,750,79,0.45066666666666666,0.3333333333333333,0.17733333333333334,0.0,0.0,0.0,0.03866666666666667
79,2010,80,149,173,87,0,0,0,15,892,424,80,0.35141509433962265,0.4080188679245283,0.20518867924528303,0.0,0.0,0.0,0.03537735849056604
80,2010,81,248,312,153,0,0,0,18,1617,731,81,0.3392612859097127,0.426812585499316,0.20930232558139536,0.0,0.0,0.0,0.024623803009575923
81,2010,82,209,270,72,0,0,0,22,1259,573,82,0.3647469458987784,0.4712041884816754,0.1256544502617801,0.0,0.0,0.0,0.038394415357766144
82,2010,83,224,185,126,0,0,0,15,1194,550,84,0.4072727272727273,0.33636363636363636,0.2290909090909091,0.0,0.0,0.0,0.02727272727272727
83,2010,84,220,184,90,0,0,0,11,1225,505,85,0.43564356435643564,0.36435643564356435,0.1782178217821782,0.0,0.0,0.0,0.02178217821782178
84,2010,85,312,174,165,0,0,0,12,1642,663,86,0.47058823529411764,0.26244343891402716,0.248868778280543,0.0,0.0,0.0,0.01809954751131222
85,2010,86,236,217,160,0,0,0,13,1772,626,87,0.3769968051118211,0.3466453674121406,0.25559105431309903,0.0,0.0,0.0,0.020766773162939296
86,2010,87,374,369,139,0,0,0,24,1989,906,88,0.41280353200883,0.40728476821192056,0.1534216335540839,0.0,0.0,0.0,0.026490066225165563
87,2010,88,205,113,150,0,0,0,9,1172,477,89,0.429769392033543,0.23689727463312368,0.31446540880503143,0.0,0.0,0.0,0.018867924528301886
88,2010,89,200,75,67,0,0,0,6,1015,348,90,0.5747126436781609,0.21551724137931033,0.1925287356321839,0.0,0.0,0.0,0.017241379310344827
89,2010,90,148,101,85,0,0,0,20,994,354,91,0.4180790960451977,0.2853107344632768,0.2401129943502825,0.0,0.0,0.0,0.05649717514124294
90,2010,91,329,252,186,0,0,0,18,2167,785,83,0.4191082802547771,0.32101910828025476,0.23694267515923567,0.0,0.0,0.0,0.022929936305732482
91,2010,92,144,83,91,0,0,0,10,872,328,92,0.43902439024390244,0.2530487804878049,0.2774390243902439,0.0,0.0,0.0,0.03048780487804878
92,2010,93,179,90,106,0,0,0,8,1155,383,93,0.46736292428198434,0.2349869451697128,0.27676240208877284,0.0,0.0,0.0,0.020887728459530026
93,2010,94,203,115,102,0,0,0,21,1125,441,94,0.4603174603174603,0.26077097505668934,0.23129251700680273,0.0,0.0,0.0,0.047619047619047616
94,2010,95,268,185,131,0,0,0,18,1694,602,95,0.44518272425249167,0.3073089700996678,0.21760797342192692,0.0,0.0,0.0,0.029900332225913623
95,2010,96,321,261,149,0,0,0,30,1633,761,96,0.42181340341655715,0.34296977660972405,0.19579500657030224,0.0,0.0,0.0,0.03942181340341656
96,2010,97,213,265,73,0,0,0,11,1091,562,97,0.3790035587188612,0.47153024911032027,0.1298932384341637,0.0,0.0,0.0,0.019572953736654804
97,2010,98,224,200,99,0,0,0,17,1121,540,97,0.4148148148148148,0.37037037037037035,0.18333333333333332,0.0,0.0,0.0,0.03148148148148148
98,2010,99,427,313,149,0,0,0,24,1984,913,98,0.46768893756845564,0.3428258488499452,0.16319824753559695,0.0,0.0,0.0,0.02628696604600219
99,2010,100,176,142,77,0,0,0,13,817,408,99,0.43137254901960786,0.3480392156862745,0.18872549019607843,0.0,0.0,0.0,0.031862745098039214
100,2010,101,456,310,226,0,0,0,24,2032,1016,100,0.44881889763779526,0.3051181102362205,0.22244094488188976,0.0,0.0,0.0,0.023622047244094488
101,2010,102,428,365,212,0,0,0,41,2146,1046,101,0.4091778202676864,0.3489483747609943,0.20267686424474188,0.0,0.0,0.0,0.03919694072657744
102,2010,103,299,340,153,0,0,0,19,1611,811,102,0.3686806411837238,0.4192355117139334,0.18865598027127004,0.0,0.0,0.0,0.02342786683107275
103,2010,104,186,171,143,0,0,0,14,1086,514,103,0.36186770428015563,0.3326848249027237,0.2782101167315175,0.0,0.0,0.0,0.027237354085603113
104,2010,105,435,308,178,0,0,0,20,1985,941,104,0.4622741764080765,0.3273113708820404,0.1891604675876727,0.0,0.0,0.0,0.021253985122210415
105,2010,106,506,269,146,0,0,0,24,2020,945,105,0.5354497354497354,0.28465608465608466,0.1544973544973545,0.0,0.0,0.0,0.025396825396825397
106,2010,107,433,246,191,0,0,0,30,1830,900,106,0.4811111111111111,0.2733333333333333,0.21222222222222223,0.0,0.0,0.0,0.03333333333333333
107,2010,108,374,255,170,0,0,0,39,1731,838,107,0.44630071599045346,0.3042959427207637,0.20286396181384247,0.0,0.0,0.0,0.046539379474940336
108,2010,109,471,290,163,0,0,0,24,2034,948,108,0.49683544303797467,0.3059071729957806,0.1719409282700422,0.0,0.0,0.0,0.02531645569620253
109,2010,110,248,98,95,0,0,0,16,1238,457,109,0.5426695842450766,0.21444201312910285,0.20787746170678337,0.0,0.0,0.0,0.0350109409190372
110,2010,111,384,210,183,0,0,0,14,1646,791,110,0.4854614412136536,0.26548672566371684,0.23135271807838179,0.0,0.0,0.0,0.017699115044247787
111,2010,112,340,286,172,0,0,0,20,1681,818,111,0.4156479217603912,0.34963325183374083,0.21026894865525672,0.0,0.0,0.0,0.02444987775061125
112,2010,113,202,246,134,0,0,0,18,1495,600,112,0.33666666666666667,0.41,0.22333333333333333,0.0,0.0,0.0,0.03
113,2010,114,240,267,118,0,0,0,17,1294,642,113,0.37383177570093457,0.4158878504672897,0.1838006230529595,0.0,0.0,0.0,0.0264797507788162
114,2010,115,202,242,74,0,0,0,19,1589,537,114,0.3761638733705773,0.4506517690875233,0.1378026070763501,0.0,0.0,0.0,0.035381750465549346
115,2010,116,348,353,104,0,0,0,18,2087,823,115,0.42284325637910086,0.4289185905224787,0.12636695018226002,0.0,0.0,0.0,0.02187120291616039
116,2010,117,426,270,188,0,0,0,35,1816,919,116,0.46354733405875953,0.29379760609357997,0.2045701849836779,0.0,0.0,0.0,0.03808487486398259
117,2010,118,152,132,78,0,0,0,15,818,377,117,0.40318302387267907,0.35013262599469497,0.20689655172413793,0.0,0.0,0.0,0.03978779840848806
118,2010,119,263,228,140,0,0,0,24,1344,655,118,0.4015267175572519,0.3480916030534351,0.21374045801526717,0.0,0.0,0.0,0.0366412213740458
119,2010,120,164,128,94,0,0,0,9,949,395,119,0.4151898734177215,0.3240506329113924,0.2379746835443038,0.0,0.0,0.0,0.02278481012658228
120,2010,121,163,157,69,0,0,0,15,655,404,120,0.4034653465346535,0.3886138613861386,0.1707920792079208,0.0,0.0,0.0,0.03712871287128713
121,2010,122,310,260,162,0,0,0,29,1577,761,121,0.4073587385019711,0.3416557161629435,0.21287779237844942,0.0,0.0,0.0,0.03810775295663601
122,2010,123,325,225,150,0,0,0,29,1528,729,122,0.4458161865569273,0.30864197530864196,0.205761316872428,0.0,0.0,0.0,0.039780521262002745
123,2010,124,372,358,202,0,0,0,27,1855,959,123,0.38790406673618355,0.3733055265901981,0.21063607924921793,0.0,0.0,0.0,0.028154327424400417
124,2010,125,168,172,92,0,0,0,13,807,445,124,0.3775280898876405,0.3865168539325843,0.20674157303370785,0.0,0.0,0.0,0.029213483146067417
125,2010,126,155,160,109,0,0,0,14,1033,438,125,0.3538812785388128,0.365296803652968,0.24885844748858446,0.0,0.0,0.0,0.0319634703196347
126,2010,127,337,231,130,0,0,0,24,1334,722,126,0.4667590027700831,0.31994459833795014,0.18005540166204986,0.0,0.0,0.0,0.0332409972299169
127,2010,128,218,146,99,0,0,0,19,930,482,127,0.45228215767634855,0.3029045643153527,0.2053941908713693,0.0,0.0,0.0,0.03941908713692946
128,2010,129,154,148,71,0,0,0,18,794,391,129,0.3938618925831202,0.37851662404092073,0.1815856777493606,0.0,0.0,0.0,0.04603580562659847
129,2010,130,163,150,56,0,0,0,15,847,384,130,0.4244791666666667,0.390625,0.14583333333333334,0.0,0.0,0.0,0.0390625
130,2010,131,262,153,87,0,0,0,16,1081,518,131,0.5057915057915058,0.2953667953667954,0.16795366795366795,0.0,0.0,0.0,0.03088803088803089
131,2010,132,225,232,129,0,0,0,16,1208,602,132,0.37375415282392027,0.3853820598006645,0.21428571428571427,0.0,0.0,0.0,0.026578073089700997
132,2010,133,308,267,123,0,0,0,18,1424,716,133,0.4301675977653631,0.3729050279329609,0.1717877094972067,0.0,0.0,0.0,0.025139664804469275
133,2010,134,268,227,101,0,0,0,15,1364,611,134,0.4386252045826514,0.37152209492635024,0.16530278232405893,0.0,0.0,0.0,0.024549918166939442
134,2010,135,266,201,135,0,0,0,22,1407,624,135,0.42628205128205127,0.32211538461538464,0.21634615384615385,0.0,0.0,0.0,0.035256410256410256
135,2010,136,230,233,125,0,0,0,22,1188,610,128,0.3770491803278688,0.3819672131147541,0.20491803278688525,0.0,0.0,0.0,0.036065573770491806
136,2010,137,207,161,115,0,0,0,20,1080,503,136,0.4115308151093439,0.32007952286282304,0.2286282306163022,0.0,0.0,0.0,0.039761431411530816
137,2010,138,359,269,233,0,0,0,27,1631,888,137,0.40427927927927926,0.30292792792792794,0.26238738738738737,0.0,0.0,0.0,0.030405405405405407
138,2010,139,244,267,186,0,0,0,21,1386,718,138,0.3398328690807799,0.37186629526462395,0.2590529247910863,0.0,0.0,0.0,0.02924791086350975
139,2010,140,308,203,122,0,0,0,26,1295,659,139,0.4673748103186646,0.30804248861911987,0.18512898330804248,0.0,0.0,0.0,0.03945371775417299
140,2010,141,140,218,159,0,0,0,14,1024,531,140,0.263653483992467,0.4105461393596987,0.2994350282485876,0.0,0.0,0.0,0.026365348399246705
141,2010,142,391,344,212,0,0,0,30,1781,977,141,0.4002047082906858,0.35209825997952915,0.21699078812691913,0.0,0.0,0.0,0.030706243602865915
142,2010,143,240,178,128,0,0,0,19,1125,565,142,0.4247787610619469,0.31504424778761064,0.22654867256637168,0.0,0.0,0.0,0.033628318584070796
143,2010,144,207,225,118,0,0,0,26,1030,576,143,0.359375,0.390625,0.2048611111111111,0.0,0.0,0.0,0.04513888888888889
144,2010,145,375,277,235,0,0,0,22,1659,909,144,0.41254125412541254,0.3047304730473047,0.2585258525852585,0.0,0.0,0.0,0.0242024202420242
145,2010,146,296,296,152,0,0,0,20,1395,764,145,0.387434554973822,0.387434554973822,0.19895287958115182,0.0,0.0,0.0,0.02617801047120419
146,2010,147,313,289,137,0,0,0,24,1681,763,146,0.41022280471821754,0.37876802096985585,0.17955439056356487,0.0,0.0,0.0,0.03145478374836173
147,2010,148,451,380,183,0,0,0,30,2048,1044,147,0.43199233716475094,0.36398467432950193,0.1752873563218391,0.0,0.0,0.0,0.028735632183908046
148,2010,149,126,100,66,0,0,0,4,643,296,148,0.42567567567567566,0.33783783783783783,0.22297297297297297,0.0,0.0,0.0,0.013513513513513514
149,2010,150,419,481,211,0,0,0,22,2146,1133,149,0.3698146513680494,0.4245366284201236,0.18623124448367168,0.0,0.0,0.0,0.019417475728155338
150,2010,151,233,180,112,0,0,0,20,1080,545,150,0.42752293577981654,0.3302752293577982,0.20550458715596331,0.0,0.0,0.0,0.03669724770642202
151,2010,152,159,241,125,0,0,0,8,959,533,151,0.29831144465290804,0.4521575984990619,0.23452157598499063,0.0,0.0,0.0,0.0150093808630394
152,2010,153,182,230,110,0,0,0,14,1058,536,152,0.33955223880597013,0.4291044776119403,0.20522388059701493,0.0,0.0,0.0,0.026119402985074626
153,2010,154,211,253,144,0,0,0,21,1304,629,153,0.3354531001589825,0.40222575516693165,0.2289348171701113,0.0,0.0,0.0,0.033386327503974564
154,2010,155,284,291,206,0,0,0,42,1790,823,154,0.3450789793438639,0.353584447144593,0.2503037667071689,0.0,0.0,0.0,0.05103280680437424
155,2010,156,308,354,168,0,0,0,28,1684,858,155,0.358974358974359,0.4125874125874126,0.1958041958041958,0.0,0.0,0.0,0.03263403263403263
156,2010,157,115,142,85,0,0,0,17,1172,359,156,0.3203342618384401,0.3955431754874652,0.23676880222841226,0.0,0.0,0.0,0.04735376044568245
157,2010,158,172,196,98,0,0,0,24,919,490,157,0.3510204081632653,0.4,0.2,0.0,0.0,0.0,0.04897959183673469
158,2010,159,152,133,116,0,0,0,34,799,435,158,0.34942528735632183,0.3057471264367816,0.26666666666666666,0.0,0.0,0.0,0.07816091954022988
159,2010,160,215,191,98,0,0,0,34,993,538,159,0.3996282527881041,0.3550185873605948,0.1821561338289963,0.0,0.0,0.0,0.06319702602230483
160,2010,161,115,152,64,0,0,0,19,721,350,160,0.32857142857142857,0.4342857142857143,0.18285714285714286,0.0,0.0,0.0,0.054285714285714284
161,2010,162,214,187,116,0,0,0,44,1039,561,160,0.38146167557932265,0.3333333333333333,0.20677361853832443,0.0,0.0,0.0,0.0784313725490196
162,2010,163,121,84,50,0,0,0,14,608,269,162,0.44981412639405205,0.31226765799256506,0.18587360594795538,0.0,0.0,0.0,0.05204460966542751
163,2010,164,167,132,77,0,0,0,29,836,405,163,0.4123456790123457,0.32592592592592595,0.19012345679012346,0.0,0.0,0.0,0.07160493827160494
164,2010,165,159,144,79,0,0,0,26,897,408,164,0.3897058823529412,0.35294117647058826,0.19362745098039216,0.0,0.0,0.0,0.06372549019607843
165,2010,166,323,394,195,0,0,0,84,1753,996,165,0.32429718875502006,0.39558232931726905,0.19578313253012047,0.0,0.0,0.0,0.08433734939759036
166,2010,167,89,139,60,0,0,0,18,597,306,166,0.2908496732026144,0.4542483660130719,0.19607843137254902,0.0,0.0,0.0,0.058823529411764705
167,2010,168,257,319,145,0,0,0,27,1424,748,167,0.34358288770053474,0.4264705882352941,0.19385026737967914,0.0,0.0,0.0,0.03609625668449198
168,2010,169,340,385,194,0,0,0,31,1623,950,168,0.35789473684210527,0.4052631578947368,0.20421052631578948,0.0,0.0,0.0,0.03263157894736842
169,2010,170,192,284,86,0,0,0,22,1182,584,169,0.3287671232876712,0.4863013698630137,0.14726027397260275,0.0,0.0,0.0,0.03767123287671233
170,2010,171,158,232,70,0,0,0,12,1118,472,169,0.3347457627118644,0.4915254237288136,0.1483050847457627,0.0,0.0,0.0,0.025423728813559324
171,2010,172,252,428,99,0,0,0,42,1707,821,170,0.30694275274056027,0.5213154689403167,0.12058465286236297,0.0,0.0,0.0,0.05115712545676005
172,2010,173,297,510,114,0,0,0,32,2063,953,170,0.3116474291710388,0.5351521511017838,0.11962224554039874,0.0,0.0,0.0,0.033578174186778595
173,2010,174,189,226,130,0,0,0,29,1470,574,171,0.32926829268292684,0.39372822299651566,0.2264808362369338,0.0,0.0,0.0,0.050522648083623695
174,2010,175,301,282,98,0,0,0,19,1578,700,172,0.43,0.40285714285714286,0.14,0.0,0.0,0.0,0.027142857142857142
175,2010,176,188,197,86,0,0,0,31,1093,502,173,0.3745019920318725,0.39243027888446214,0.17131474103585656,0.0,0.0,0.0,0.061752988047808766
176,2010,177,270,257,110,0,0,0,23,1507,660,173,0.4090909090909091,0.3893939393939394,0.16666666666666666,0.0,0.0,0.0,0.03484848484848485
177,2010,178,232,243,125,0,0,0,41,1537,641,174,0.3619344773790952,0.3790951638065523,0.19500780031201248,0.0,0.0,0.0,0.06396255850234009
178,2010,179,372,308,146,0,0,0,26,2319,852,175,0.43661971830985913,0.3615023474178404,0.17136150234741784,0.0,0.0,0.0,0.03051643192488263
179,2010,180,247,214,139,0,0,0,19,1765,619,176,0.3990306946688207,0.345718901453958,0.2245557350565428,0.0,0.0,0.0,0.030694668820678513
180,2010,181,197,147,105,0,0,0,13,1221,462,177,0.4264069264069264,0.3181818181818182,0.22727272727272727,0.0,0.0,0.0,0.02813852813852814
181,2010,182,226,202,156,0,0,0,25,1746,609,178,0.37110016420361247,0.33169129720853857,0.2561576354679803,0.0,0.0,0.0,0.041050903119868636
182,2010,183,190,263,252,0,0,0,21,2132,726,179,0.26170798898071623,0.3622589531680441,0.34710743801652894,0.0,0.0,0.0,0.028925619834710745
